department_name,year,total_pop,violent_per_100k,homs_per_100k,rape_per_100k,rob_per_100k,agg_ass_per_100k,lon,lat
"Charlotte, NC",1985,335690,1362.86454764813,16.6820578509935,67.3240191843665,333.939050910066,944.919419702702,-80.8431267,35.2270869
"Chicago, IL",1985,2998841,2001.13977366589,22.208579914707,111.943247407915,896.746443042495,970.241503300775,-87.6297982,41.8781136
"Columbus, OH",1985,565682,776.407946514119,12.7279991231823,71.7717728335001,379.011529445872,312.896645111564,-82.99879419999999,39.9611755
"Dallas, TX",1985,997467,1440.04764067383,30.1764369147049,115.191780780718,606.636610534484,688.04281244392,-96.79698789999999,32.7766642
"Denver, CO",1985,513048,828.77235658262,14.0337746175796,81.473858196504,373.649249193058,359.615474575478,-104.990251,39.7392358
"Detroit, MI",1985,1090581,2375.24768907582,58.2258447561437,144.418433843979,1537.62077278075,634.982637694953,-83.0457538,42.331427
"El Paso, TX",1985,474870,771.158422305052,4.63284688441047,38.1156948217407,209.109861646345,519.300018952555,-106.4850217,31.7618778
"Fresno, CA",1985,275125,839.981826442526,16.7196728759655,64.6978646069968,448.15992730577,310.404361653794,-119.7871247,36.7377981
"Houston, TX",1985,1746375,942.581060768735,26.1684918760289,97.9743754920908,549.080237635101,269.357955765514,-95.3698028,29.7604267
"Indianapolis, IN",1985,471656,979.951490069033,12.5091168139492,73.358549451295,380.573977644724,513.509846159065,-86.158068,39.768403
"Kansas City, MO",1985,444942,1800.68413411186,20.4521038697178,95.2933191292348,594.684250981027,1090.25446013188,-94.5785667,39.0997265
"Las Vegas, NV",1985,456749,793.43359262965,12.4795018708306,60.8649389489632,384.237294443994,335.851857365862,-115.1398296,36.1699412
"Los Angeles, CA",1985,3186459,1658.0159983229,24.3844342575881,72.7453263952243,876.772618131914,684.113619538177,-118.2436849,34.0522342
"Memphis, TN",1985,654626,1487.56694662296,18.6365955522695,137.941358882782,766.239043362164,564.749948825742,-90.0489801,35.1495343
"Miami, FL",1985,385892,2898.73850714708,33.9473220486561,73.5957210825827,1494.71872959274,1296.4767344231,-80.1917902,25.7616798
"Milwaukee, WI",1985,621931,652.162378141627,10.9336887854119,62.7079209751564,335.406982446606,243.113785934453,-87.9064736,43.0389025
"Minneapolis, MN",1985,361021,1422.35493226156,8.0327737167644,116.059730597389,644.283850523931,653.978577423474,-93.2650108,44.977753
"Nashville, TN",1985,481286,701.454021101798,16.8299098664827,72.3062794263702,329.949344049069,282.368487759877,-86.7816016,36.1626638
"New Orleans, LA",1985,561364,1464.64682452028,27.0769055372272,80.3400289295359,737.845675889441,619.384214164072,-90.0715323,29.95106579999999
"New York, NY",1985,7183984,1881.29594943419,19.2650763142011,54.0090289733385,1107.07373513081,700.948109015833,-74.0059728,40.7127753
"Oklahoma City, OK",1985,443575,975.708730203461,13.7519021585978,109.338894211802,357.324015104548,495.293918728513,-97.5164276,35.4675602
"Omaha, NE",1985,362883,688.37614327483,6.61370193698795,58.9721756048093,162.862410198328,459.927855534704,-95.9345034,41.2565369
"Orlando, FL",1985,142025,2063.72117584932,16.8984333744059,108.431614152438,635.099454321422,1303.29167400106,-81.3792365,28.5383355
"Philadelphia, PA",1985,1640102,988.292191583206,16.6453062065652,62.2522257762017,571.976620966257,337.418038634182,-75.1652215,39.9525839
"Phoenix, AZ",1985,890746,844.34844501126,9.99162499747403,71.288560375236,272.243714818815,490.824544819735,-112.0740373,33.4483771
"Pittsburgh, PA",1985,400969,1085.62008534326,8.47945851175527,46.886417653235,752.177849160409,278.076360017857,-79.9958864,40.44062479999999
"Raleigh, NC",1985,171814,602.395613861501,7.56632171999953,33.1754106184595,178.681597541527,382.972283981515,-78.6381787,35.7795897
"Sacramento, CA",1985,312944,1176.24878572524,12.4622935732911,66.7851117132778,665.614295209367,431.387085229306,-121.4943996,38.5815719
"Salt Lake City, UT",1985,164216,659.497247527647,8.52535684707946,60.2864519900619,271.593510985531,319.091927704974,-111.8910474,40.7607793
"San Antonio, TX",1985,862878,625.00144864048,20.8604229103071,95.4943804338504,310.936192601967,197.710452694355,-98.49362819999999,29.4241219
"San Diego, CA",1985,988284,632.409307446038,9.71380696237114,34.2006953466817,309.829967903963,278.664837233022,-117.1610838,32.715738
"San Francisco, CA",1985,733456,1295.51056914116,11.5889705721952,69.8065050936934,696.837983464584,517.277110010689,-122.4194155,37.7749295
"San Jose, CA",1985,706062,491.458257206874,7.78968419203979,58.7767079944821,175.197079010059,249.694786010294,-121.8863286,37.3382082
"Seattle, WA",1985,495190,1317.27215816151,12.3185040085624,89.056725701246,574.123063874472,641.773864577233,-122.3320708,47.6062095
"St. Louis, MO",1985,431109,2004.59744519367,39.2012228925863,89.0726011287169,727.426242551188,1148.89737862118,-90.19940419999999,38.6270025
"Tucson, AZ",1985,381473,973.332319718565,8.38853601696581,77.856099907464,275.510979807221,611.576703986914,-110.9747108,32.2226066
"Tulsa, OK",1985,374875,774.124708236079,8.80293431143715,71.4904968322774,212.337445815272,481.493831277092,-95.99277500000001,36.1539816
"Virginia Beach, VA",1985,312584,175.952703913188,5.43853812095309,31.351572697259,65.5823714585519,73.5802216364241,-75.97798499999999,36.8529263
"Washington, DC",1985,626000,1624.76038338658,23.482428115016,53.8338658146965,835.463258785942,711.980830670926,-77.0368707,38.9071923
"Wichita, KS",1985,284915,586.841689626731,9.12552866644438,87.3944860747942,245.336328378639,244.985346506853,-97.33005299999999,37.68717609999999
"Albuquerque, NM",1986,364196,1178.48630956957,13.4542938417775,67.8206240595723,342.672626827313,754.53876484091,-106.650422,35.0843859
"Atlanta, GA",1986,445617,2953.65751306615,41.7398797622173,152.821817839086,1218.08638359847,1541.00943186638,-84.3879824,33.7489954
"Austin, TX",1986,414220,643.860750325914,11.5880450002414,93.6700304186181,271.353387088986,267.249287818068,-97.7430608,30.267153
"Boston, MA",1986,574107,2159.00520286288,18.2892736023076,89.878715988483,1084.29264927966,966.544563992426,-71.0588801,42.3600825
"Buffalo, NY",1986,339685,1105.43591857162,10.3036636884172,82.7236998984353,451.300469552674,561.108085432092,-78.8783689,42.88644679999999
"Charlotte, NC",1986,339767,1614.93023159989,15.5989251457617,89.7673994237227,427.940323810141,1081.62358322027,-80.8431267,35.2270869
"Chicago, IL",1986,3003105,2294.59176419073,25.1073472289514,123.472206266514,1029.53443186302,1116.47777883224,-87.6297982,41.8781136
"Columbus, OH",1986,566115,909.355872923346,13.7781192867174,97.1534052268532,398.328961430098,400.095386979677,-82.99879419999999,39.9611755
"Dallas, TX",1986,1016488,1896.23487930994,34.1371467248015,123.464320287106,913.83272601349,824.80068628454,-96.79698789999999,32.7766642
"Denver, CO",1986,518625,896.601590744758,17.5463967221017,81.7546396722102,404.72402988672,392.576524463726,-104.990251,39.7392358
"Detroit, MI",1986,1096947,2486.62879792734,59.0730454616312,123.16000681892601,1496.97296223063,807.422783416154,-83.0457538,42.331427
"El Paso, TX",1986,483925,978.250761998243,9.5056052074185,40.9154311101927,214.702691532779,713.127034147853,-106.4850217,31.7618778
"Fresno, CA",1986,281554,1216.81808818202,18.8240976864118,85.5963687250048,467.405897270151,644.991724500451,-119.7871247,36.7377981
"Houston, TX",1986,1779677,1156.16485463373,22.9255083928151,85.6335166437505,613.931629166416,433.674200430752,-95.3698028,29.7604267
"Indianapolis, IN",1986,470591,915.232123011277,13.3874213488996,93.0744531875875,333.83553871621,474.93470975858,-86.158068,39.768403
"Kansas City, MO",1986,448237,2158.01015980385,25.8791666015969,102.62428135116,767.897340023247,1261.60937182785,-94.5785667,39.0997265
"Las Vegas, NV",1986,463158,852.192988137957,16.1931781379141,69.7386205139499,417.352177874505,348.909011611588,-115.1398296,36.1699412
"Los Angeles, CA",1986,3260856,2035.60046809795,25.5761063966026,71.4536305804365,917.857151619084,1020.71357950182,-118.2436849,34.0522342
"Memphis, TN",1986,660255,1586.81115629567,24.3845181028542,139.188646810702,881.326154288873,541.911837093244,-90.0489801,35.1495343
"Miami, FL",1986,396374,2945.70279584433,37.3384732601028,55.7554229086671,1454.93902223657,1397.66987743898,-80.1917902,25.7616798
"Milwaukee, WI",1986,623278,984.311976357259,13.3166901446866,71.2362701715767,354.095604208716,545.66341183228,-87.9064736,43.0389025
"Minneapolis, MN",1986,362845,1642.29905331478,12.1263900563602,135.595088812027,771.954966996927,722.622607449462,-93.2650108,44.977753
"Nashville, TN",1986,470906,895.720164958612,19.7491643767546,87.0662085426816,414.732451911847,374.172340127329,-86.7816016,36.1626638
"New Orleans, LA",1986,563927,1625.21035524102,34.9335995616454,80.8615299497985,915.898689014713,593.516536714858,-90.0715323,29.95106579999999
"New York, NY",1986,7179609,1995.24793063243,22.0346261196118,49.2505928944041,1125.78554068892,798.177170929503,-74.0059728,40.7127753
"Oklahoma City, OK",1986,444119,954.473913523177,13.5098926188702,95.695072716997,334.144677440055,511.124270747255,-97.5164276,35.4675602
"Omaha, NE",1986,332368,820.175227458721,9.02613970057286,67.6960477542964,188.646319741973,554.806720261878,-95.9345034,41.2565369
"Orlando, FL",1986,145882,2341.61856843202,9.59679741160664,117.903511056882,842.461715633183,1371.65654433035,-81.3792365,28.5383355
"Philadelphia, PA",1986,1645144,1045.92667875882,20.8492387292541,66.0124584838774,586.392437379342,372.672544166347,-75.1652215,39.9525839
"Phoenix, AZ",1986,927055,996.48888145795,13.1599527536122,61.1614197647389,320.58507855521,601.582430384389,-112.0740373,33.4483771
"Pittsburgh, PA",1986,402204,1170.30163797476,11.6856122763573,62.9034022535828,808.793547552983,286.919075891836,-79.9958864,40.44062479999999
"Raleigh, NC",1986,173901,668.771312413385,9.20063714412223,43.7030264345806,194.93849949109,420.929149343592,-78.6381787,35.7795897
"Sacramento, CA",1986,320256,1323.31634692246,21.857513988809,80.560551558753,691.321942446043,529.576338928857,-121.4943996,38.5815719
"Salt Lake City, UT",1986,166182,749.780361290633,12.0349977735254,64.387238088361,304.485443670193,368.872681758554,-111.8910474,40.7607793
"San Antonio, TX",1986,879332,709.288414387285,18.423075698371,91.5467650443746,370.963413136335,228.355160508204,-98.49362819999999,29.4241219
"San Diego, CA",1986,1011376,842.614418376548,10.085269968834501,38.6602015471991,394.017655154957,399.851291705558,-117.1610838,32.715738
"San Francisco, CA",1986,750544,1266.54799718604,15.1889829243855,65.5524526210322,677.508580442985,508.297981197638,-122.4194155,37.7749295
"San Jose, CA",1986,722560,556.355181576616,5.39747564216121,59.5106288751107,155.834809565988,335.612267493357,-121.8863286,37.3382082
"Seattle, WA",1986,501279,1354.53509921621,9.97448526668781,88.373939462854,556.975257291847,699.211417194816,-122.3320708,47.6062095
"St. Louis, MO",1986,434298,2277.00795306449,44.9000455908155,85.8857282326882,765.833598128474,1380.38858111251,-90.19940419999999,38.6270025
"Tucson, AZ",1986,397023,917.830956896704,10.3268576379706,63.2205187105029,262.453308750375,581.830271797856,-110.9747108,32.2226066
"Tulsa, OK",1986,375335,877.882425033637,10.6571462826542,72.4685947220483,228.595787762932,566.160896266002,-95.99277500000001,36.1539816
"Virginia Beach, VA",1986,316959,232.206689193239,7.88745547531384,26.8173486160671,106.007401588218,91.4944835136406,-75.97798499999999,36.8529263
"Washington, DC",1986,626000,1505.11182108626,30.9904153354633,52.3961661341853,753.833865814697,667.891373801917,-77.0368707,38.9071923
"Wichita, KS",1986,286163,535.009767160674,8.037377298952,91.2067597837596,204.77839552982,230.987234548142,-97.33005299999999,37.68717609999999
"Albuquerque, NM",1987,371756,1034.28054960781,12.9116947675357,56.757658248959,265.496723657453,699.11447293386,-106.650422,35.0843859
"Atlanta, GA",1987,429953,2998.69985789144,48.1447972220219,147.923145087951,1186.17616344112,1616.45575214035,-84.3879824,33.7489954
"Austin, TX",1987,469542,492.607690046897,8.30596623944184,60.4844721026021,209.778890919236,214.038360785617,-97.7430608,30.267153
"Boston, MA",1987,575882,2075.77246727628,13.1971480268527,95.5056765101184,939.08127012131,1027.988372618,-71.0588801,42.3600825
"Buffalo, NY",1987,325787,1091.20376196717,10.7432156593111,82.2623370484396,476.38487723574,521.813332023684,-78.8783689,42.88644679999999
"Charlotte, NC",1987,356596,1680.33292577595,14.58232846134,86.3722531940908,416.718078722139,1162.66026539838,-80.8431267,35.2270869
"Chicago, IL",1987,3018338,2265.08760781596,22.8271320176866,122.318971566471,987.795270112227,1132.14623411957,-87.6297982,41.8781136
"Columbus, OH",1987,567800,947.692849594928,14.9700598802395,94.0471997182106,504.402958788306,334.272631208172,-82.99879419999999,39.9611755
"Dallas, TX",1987,1009947,1988.81723496382,31.9818762766759,124.759022008086,900.146245298021,931.930091381033,-96.79698789999999,32.7766642
"Denver, CO",1987,509529,753.833442257457,15.5045149540065,78.7001328678054,316.370608934918,343.258185500727,-104.990251,39.7392358
"Detroit, MI",1987,1091523,2544.88453289578,62.847965640669,129.81861124319,1382.74685920498,969.471096806939,-83.0457538,42.331427
"El Paso, TX",1987,494954,875.232849921407,5.0509744339878,44.2465360417332,195.775769061367,630.159570384318,-106.4850217,31.7618778
"Fresno, CA",1987,291855,1155.7108838293,11.30698463278,67.1566360007538,375.52894416748,701.718319028285,-119.7871247,36.7377981
"Houston, TX",1987,1739999,1090.28798292413,18.563229059327,67.3563605496325,557.011814374606,447.356578940563,-95.3698028,29.7604267
"Indianapolis, IN",1987,478693,949.042496965696,11.9074229203268,90.2457316066874,278.675476766947,568.213865671735,-86.158068,39.768403
"Kansas City, MO",1987,444382,1895.44130950399,29.4791418194256,109.3653658339,737.878671953409,1018.71812989725,-94.5785667,39.0997265
"Las Vegas, NV",1987,481393,806.825192721955,9.76333266167144,63.9809885062724,381.600895733839,351.479975820172,-115.1398296,36.1699412
"Los Angeles, CA",1987,3341726,1910.18054741771,24.2688957742197,64.9065782173643,783.786582143479,1037.21849128265,-118.2436849,34.0522342
"Memphis, TN",1987,659720,1338.90135208876,21.6758624871157,125.962529557994,711.817134541927,479.445825501728,-90.0489801,35.1495343
"Miami, FL",1987,385089,2936.72371841315,33.2390694099286,52.4554064125436,1452.65120530579,1398.37803728489,-80.1917902,25.7616798
"Milwaukee, WI",1987,607885,988.34483496056,15.1344415473321,71.8885973498277,326.377522064206,574.944273999194,-87.9064736,43.0389025
"Minneapolis, MN",1987,359371,1541.02584793987,10.5740307370378,144.697262717359,797.504528746059,588.250025739417,-93.2650108,44.977753
"Nashville, TN",1987,487097,1078.42996364174,20.3244938893075,104.496640299571,482.45010747346,471.1587219794,-86.7816016,36.1626638
"New Orleans, LA",1987,549536,1397.1787107669,37.3041984510569,65.3278402142899,688.944855296104,605.60181680545,-90.0715323,29.95106579999999
"New York, NY",1987,7284319,2036.05855262517,22.953415411928,48.1445142641337,1083.01132885586,881.949294093243,-74.0059728,40.7127753
"Oklahoma City, OK",1987,441408,860.428447150935,10.8742931709439,86.3147020443671,299.496157749746,463.743294185878,-97.5164276,35.4675602
"Omaha, NE",1987,374934,676.385710551724,7.46798103132818,50.4088719614652,152.026756709181,466.48210084975,-95.9345034,41.2565369
"Orlando, FL",1987,150250,2270.21630615641,17.9700499168053,120.465890183028,684.858569051581,1446.92179700499,-81.3792365,28.5383355
"Philadelphia, PA",1987,1649364,1054.83083176303,20.4927475075241,66.8136324061881,563.974962470383,403.549489378936,-75.1652215,39.9525839
"Phoenix, AZ",1987,933177,876.682558614282,11.8948495301534,53.9018857087134,245.076764643792,565.809058731623,-112.0740373,33.4483771
"Pittsburgh, PA",1987,389015,1109.98290554349,9.51120136755652,67.6066475585774,728.506612855545,304.358443761809,-79.9958864,40.44062479999999
"Raleigh, NC",1987,182750,615.047879616963,8.20793433652531,42.6812585499316,210.123119015048,354.035567715458,-78.6381787,35.7795897
"Sacramento, CA",1987,331728,1156.36907345777,23.5132397626972,72.6498818308976,554.972748758019,505.233203106159,-121.4943996,38.5815719
"Salt Lake City, UT",1987,159839,681.936198299539,8.13318401641652,58.8091767340887,301.553438147136,313.440399401898,-111.8910474,40.7607793
"San Antonio, TX",1987,920215,662.019202034307,18.9086246148998,92.261047689942,353.5043440935,197.345185635966,-98.49362819999999,29.4241219
"San Diego, CA",1987,1040851,875.437502582022,9.2232221518738,39.390844606961,331.651696544462,495.171739278725,-117.1610838,32.715738
"San Francisco, CA",1987,767933,1210.78271151259,13.4126284454503,58.8593015276072,606.042454224522,532.468327315013,-122.4194155,37.7749295
"San Jose, CA",1987,730079,599.661132562366,3.28731548229712,53.8297910226154,129.30107563702,413.242950420434,-121.8863286,37.3382082
"Seattle, WA",1987,494426,1435.19960519876,10.9217557329105,94.048452144507,598.471763216336,731.757634105003,-122.3320708,47.6062095
"St. Louis, MO",1987,429414,2277.05663997913,35.6299515153209,77.3146660332453,767.55764833005,1396.55437410052,-90.19940419999999,38.6270025
"Tucson, AZ",1987,374546,940.605426302777,6.14076775616346,75.024162586171,243.227801124561,616.212694835881,-110.9747108,32.2226066
"Tulsa, OK",1987,369961,845.764823859812,9.46045664272721,63.2499101256619,290.300869551115,482.753587540308,-95.99277500000001,36.1539816
"Virginia Beach, VA",1987,340158,211.078381222843,3.23379135578173,36.4536480106304,94.6618924147014,76.72904944173,-75.97798499999999,36.8529263
"Washington, DC",1987,622000,1610.28938906752,36.1736334405145,39.3890675241158,717.363344051447,817.363344051447,-77.0368707,38.9071923
"Wichita, KS",1987,290702,538.695984203755,8.25587715254797,82.5587715254797,203.300974881494,244.580360644234,-97.33005299999999,37.68717609999999
"Albuquerque, NM",1988,378176,1130.42604501608,12.956930106617,50.2411575562701,245.388390590624,821.839566762566,-106.650422,35.0843859
"Atlanta, GA",1988,444995,3575.54579264936,48.7645928605939,162.02429240778,1342.03755098372,2022.71935639726,-84.3879824,33.7489954
"Austin, TX",1988,467423,536.558962652672,9.19937615393338,52.8429281400359,217.789881969865,256.726776388838,-97.7430608,30.267153
"Boston, MA",1988,579921,2099.42388704668,16.0366670632724,96.2200023796345,902.364287549511,1084.80293005427,-71.0588801,42.3600825
"Buffalo, NY",1988,323714,1319.37450959798,13.2833303471583,91.4387391339269,548.014605485089,666.637834631805,-78.8783689,42.88644679999999
"Charlotte, NC",1988,370492,1839.44592595792,12.4159226110145,85.0220787493387,521.73866102372,1220.26926357384,-80.8431267,35.2270869
"Chicago, IL",1988,2994100,2315.15313449785,22.0433519254534,123.40937176447,967.736548545473,1201.96386226245,-87.6297982,41.8781136
"Columbus, OH",1988,588428,986.016980837078,11.726158510472,100.946929785802,514.591419850857,358.752472689947,-82.99879419999999,39.9611755
"Dallas, TX",1988,1017818,2076.50090684189,35.9592775918681,128.313706379726,947.811887783474,964.416035086823,-96.79698789999999,32.7766642
"Denver, CO",1988,500555,725.994146497388,13.7846989841276,73.9179510743075,278.29109688246,360.000399556492,-104.990251,39.7392358
"Detroit, MI",1988,1086714,2374.5898184803,57.8809143896186,133.153709255609,1194.24245937754,989.312735457535,-83.0457538,42.331427
"El Paso, TX",1988,501544,898.226277255834,6.18091333960729,48.2510009091924,216.930119790088,626.864243216946,-106.4850217,31.7618778
"Fresno, CA",1988,294695,1356.317548652,13.2340216155686,78.3861280306758,472.692105397105,792.005293608646,-119.7871247,36.7377981
"Houston, TX",1988,1725421,1148.53128598759,25.5010226489651,69.8959848060271,582.408583180569,470.725695352033,-95.3698028,29.7604267
"Indianapolis, IN",1988,483187,1166.21515065596,16.3497776223284,87.336786792691,302.988284039099,759.540302201839,-86.158068,39.768403
"Kansas City, MO",1988,447461,1858.48599095787,29.9467439620436,105.707536522736,777.497927193655,945.333783279437,-94.5785667,39.0997265
"Las Vegas, NV",1988,510941,787.566470492679,10.5687349419992,71.0453848878833,369.318571028749,336.633779634048,-115.1398296,36.1699412
"Los Angeles, CA",1988,3402342,1961.47242105585,21.6321580840492,58.9593873866883,769.528754017086,1111.35212156803,-118.2436849,34.0522342
"Memphis, TN",1988,668935,1332.56594437427,26.0114958852504,129.011039936616,667.030428965445,510.512979586955,-90.0489801,35.1495343
"Miami, FL",1988,389720,3325.72103048342,37.4627938006774,105.460330493688,1641.69147079955,1541.10643538951,-80.1917902,25.7616798
"Milwaukee, WI",1988,611140,824.19740157738,13.2539189056517,65.4514513859345,345.420034689269,400.071996596525,-87.9064736,43.0389025
"Minneapolis, MN",1988,364745,1507.90278139522,15.0790278139522,126.115505353055,703.231024414317,663.477223813897,-93.2650108,44.977753
"Nashville, TN",1988,502759,1052.19399354363,15.7132940434681,92.2907396983445,388.655399505528,555.534560296285,-86.7816016,36.1626638
"New Orleans, LA",1988,538047,1658.40530659961,42.375480208978,74.900519843062,878.919499597619,662.20980694995,-90.0715323,29.95106579999999
"New York, NY",1988,7346352,2217.64489368329,25.8087279237368,46.4448205041087,1178.51690199435,966.874443261091,-74.0059728,40.7127753
"Oklahoma City, OK",1988,440136,905.629169165894,13.6321500627079,85.6553428940146,310.131413926604,496.210262282567,-97.5164276,35.4675602
"Omaha, NE",1988,377958,733.9439831939,7.40823054413453,57.1492070547521,187.851560226269,481.534985368745,-95.9345034,41.2565369
"Orlando, FL",1988,155673,2304.18890880243,17.9864202527092,185.645551894034,789.475374663558,1311.08156199212,-81.3792365,28.5383355
"Philadelphia, PA",1988,1657285,1030.72193376516,22.567029810805,55.0297625332999,534.488636535056,418.636504886003,-75.1652215,39.9525839
"Phoenix, AZ",1988,951717,890.705955656986,11.1377646926555,46.7575970587895,264.574448076477,568.236145829065,-112.0740373,33.4483771
"Pittsburgh, PA",1988,387190,1063.56052584003,4.90715152767375,60.4354451302978,655.233864510964,342.984064671092,-79.9958864,40.44062479999999
"Raleigh, NC",1988,188308,625.039828366293,5.84149372304947,34.5179174543832,177.900036111052,406.780381077809,-78.6381787,35.7795897
"Sacramento, CA",1988,340483,1052.03490335788,19.9716285394572,55.2156789032052,473.445076553014,503.4025193622,-121.4943996,38.5815719
"Salt Lake City, UT",1988,162005,639.486435603839,9.25897348847258,55.5538409308355,300.608005925743,274.065615258788,-111.8910474,40.7607793
"San Antonio, TX",1988,935729,563.517856131423,15.2822024325419,57.174673436433,305.537180102359,185.523800160089,-98.49362819999999,29.4241219
"San Diego, CA",1988,1073466,854.335395811325,13.414491003906999,36.2377569480542,298.47242483693,506.210723022434,-117.1610838,32.715738
"San Francisco, CA",1988,753927,1282.21963134362,12.2027729475135,60.0853928828653,645.553216690741,564.378248822499,-122.4194155,37.7749295
"San Jose, CA",1988,732022,640.554518853259,5.05449289775444,59.8342672761201,129.504304515438,446.161454163946,-121.8863286,37.3382082
"Seattle, WA",1988,505380,1361.1539831414,11.0807709050615,86.8653290593217,536.032292532352,727.175590644663,-122.3320708,47.6062095
"St. Louis, MO",1988,425187,2465.03303252451,32.9266887275481,71.7331432993012,782.479238546804,1577.89396195086,-90.19940419999999,38.6270025
"Tucson, AZ",1988,383174,920.469551691921,8.09031928053574,73.3348296074368,200.43113572424,638.613267079708,-110.9747108,32.2226066
"Tulsa, OK",1988,373602,926.654568230363,9.36825819990257,69.5927751992762,269.805836157194,577.88769867399,-95.99277500000001,36.1539816
"Virginia Beach, VA",1988,355562,201.652595046715,7.59361236577587,30.3744494631035,91.9670830966189,71.7174501212166,-75.97798499999999,36.8529263
"Washington, DC",1988,620000,1921.45161290323,59.5161290322581,26.6129032258065,917.58064516129,917.741935483871,-77.0368707,38.9071923
"Wichita, KS",1988,292733,565.361609384661,5.12412334789723,81.3027571199694,214.529964165297,264.404764751497,-97.33005299999999,37.68717609999999
"Albuquerque, NM",1989,384801,1220.37104893179,10.6548579655458,46.2576760455404,268.190571230324,895.267943690375,-106.650422,35.0843859
"Atlanta, GA",1989,426482,3951.39771432323,57.6812151509325,162.023250688188,1593.5021876656,2138.19106081851,-84.3879824,33.7489954
"Austin, TX",1989,468907,555.547262037035,6.61111904919312,50.1165476309801,217.313881004122,281.505714352739,-97.7430608,30.267153
"Boston, MA",1989,580095,2227.04901783329,17.066170196261,83.2622242908489,1011.21368051785,1115.50694282833,-71.0588801,42.3600825
"Buffalo, NY",1989,314284,1425.14413714984,11.7727914879536,85.2731923992313,581.957719769381,746.140433493274,-78.8783689,42.88644679999999
"Charlotte, NC",1989,372612,2050.39021824311,19.5914248601763,87.2220969802368,635.781993065172,1307.79470333752,-80.8431267,35.2270869
"Chicago, IL",1989,2988260,2462.63711992932,24.830503369854,121.977337982639,1057.07000060236,1258.75927797447,-87.6297982,41.8781136
"Columbus, OH",1989,572341,1045.87999112417,15.7248912798489,94.873510721755,546.352611467639,388.928977654929,-82.99879419999999,39.9611755
"Dallas, TX",1989,996320,2130.6407579894,35.2296450939457,118.937690701783,947.687489963064,1028.78593223061,-96.79698789999999,32.7766642
"Denver, CO",1989,494589,722.215819599708,11.1203443667368,65.7111258034449,256.172296593737,389.212052835789,-104.990251,39.7392358
"Detroit, MI",1989,1039599,2400.54097781933,60.0231435389992,136.975891665921,1144.86451025828,1058.67743235613,-83.0457538,42.331427
"El Paso, TX",1989,515607,915.813788408614,7.95179274137085,46.7410256261067,220.904681278571,640.216288762565,-106.4850217,31.7618778
"Fresno, CA",1989,315218,1360.6456484084,13.3241122017144,74.2343394095515,483.792169228915,789.295027568223,-119.7871247,36.7377981
"Houston, TX",1989,1713499,1139.65634062232,26.7872931352747,67.2308533591207,573.096336793894,472.541857334028,-95.3698028,29.7604267
"Indianapolis, IN",1989,484056,1210.39714413208,8.47009436924653,99.781843423075,373.097327581933,729.04787875783,-86.158068,39.768403
"Kansas City, MO",1989,440435,2042.52613893083,31.7867562750463,115.113467367489,868.232542826978,1027.39337246132,-94.5785667,39.0997265
"Las Vegas, NV",1989,536148,763.595126718742,12.4965494602237,56.8872773935555,381.611047695785,312.600252169177,-115.1398296,36.1699412
"Los Angeles, CA",1989,3441449,2246.0597265861,25.4834518832038,57.9988254947262,902.613986143627,1259.96346306454,-118.2436849,34.0522342
"Memphis, TN",1989,651081,1233.33348692405,21.6562916134859,119.954352837819,580.72651482688,510.996327645869,-90.0489801,35.1495343
"Miami, FL",1989,381206,3696.95125470218,34.6269471099615,74.7627267146897,1912.0895263978,1675.47205447973,-80.1917902,25.7616798
"Milwaukee, WI",1989,600898,710.603130647797,18.6387706399422,76.7185112947622,401.898491923754,213.347356789339,-87.9064736,43.0389025
"Minneapolis, MN",1989,348384,1540.54147147975,13.2038210710021,132.612289887021,724.487921374116,670.237439147607,-93.2650108,44.977753
"Nashville, TN",1989,501398,1043.08353842656,13.7615227823007,95.3334476802859,320.703313535355,613.285254428618,-86.7816016,36.1626638
"New Orleans, LA",1989,528589,1930.23313008784,47.4849079341416,73.4029652527767,1030.85762284119,778.487634059733,-90.0715323,29.95106579999999
"New York, NY",1989,7369454,2299.85830700619,25.8499476351979,44.1552386377607,1267.08165896687,962.771461766367,-74.0059728,40.7127753
"Oklahoma City, OK",1989,431982,997.032283752564,14.1209587436514,81.4848766846767,374.321152270233,527.105296054002,-97.5164276,35.4675602
"Omaha, NE",1989,355110,774.689532820816,6.47686632311115,52.9413421193433,179.944242629045,535.327081749317,-95.9345034,41.2565369
"Orlando, FL",1989,160197,2086.80562057966,11.8603968863337,109.864729052354,742.211152518462,1222.86934212251,-81.3792365,28.5383355
"Philadelphia, PA",1989,1652188,1092.73278827833,28.7497548705111,47.4522269862752,619.3605086104,397.170297811145,-75.1652215,39.9525839
"Phoenix, AZ",1989,941948,900.368173190027,13.3765345857733,42.3590261882822,277.616174141248,567.016438274724,-112.0740373,33.4483771
"Pittsburgh, PA",1989,376412,1216.48619066342,8.2356566740699,58.180929407139,656.461536826669,493.608067755544,-79.9958864,40.44062479999999
"Raleigh, NC",1989,189132,659.856608083243,7.93096884715437,53.9305881606497,200.917877461244,397.077173614195,-78.6381787,35.7795897
"Sacramento, CA",1989,347172,1053.65640086182,12.6738331432258,53.8637908587098,476.420909520353,510.697867339532,-121.4943996,38.5815719
"Salt Lake City, UT",1989,154304,775.741393612609,11.6652841144753,88.137702198258,313.666528411448,362.271878888428,-111.8910474,40.7607793
